,First_max,First_min,Second_max,Second_min,First_distance,Second_distance,Third_distance,mean,stdSpe,type
191,28.2827,-23.5001,12.2275,-33.5476,-20,-10,-30,-6.9246,16.3906,3
192,30.5669,-24.0278,12.5188,-34.7441,-17,-11,-28,-2.994,15.8163,3
193,29.2067,-33.3013,14.2006,-34.7028,-26,-13,-39,-10.0221,19.0859,3
194,30.0012,-25.1465,9.0238,-34.4325,-16,-10,-26,-4.5734,15.0897,3
195,26.8856,-22.738,6.4709,-33.1432,-14,-8,-22,-3.7682,13.6008,3
196,31.8186,-22.8204,9.1226,-33.6774,-18,-9,-27,-4.9702,15.9074,3
197,26.3707,-27.725,6.1832,-30.9437,-19,-8,-27,-9.1151,15.3098,3
198,28.7334,-19.7557,4.578,-34.2173,-14,-8,-22,-1.8679,13.833,3
199,28.3478,-21.7232,7.4684,-34.3561,-16,-8,-24,-5.1718,14.3109,3
200,26.3824,-24.5898,6.254,-33.4197,-17,-8,-25,-6.8287,14.674,3
201,29.8232,-17.4905,4.5329,-35.0103,-14,-7,-21,-2.2494,13.5888,3
202,29.3134,-27.06,8.2103,-34.0283,-18,-9,-27,-6.0226,15.961,3
203,30.5946,-23.596,5.1518,-35.3056,-17,-8,-25,-5.1348,15.2254,3
204,29.3008,-20.925,7.6969,-34.5316,-14,-8,-22,-2.8837,13.7348,3
205,27.6841,-25.4192,11.5868,-35.2977,-17,-11,-28,-3.2053,15.8727,3
206,26.8397,-27.4291,10.6673,-33.706,-18,-10,-28,-5.7755,15.9306,3
207,34.1323,-13.1227,12.8708,-35.6289,-12,-8,-20,4.2545,13.6039,3
208,28.938,-21.7238,10.9297,-34.5272,-14,-10,-24,-1.0194,14.2354,3
209,31.3527,-24.3143,5.2833,-33.9035,-16,-9,-25,-3.5237,15.2067,3
210,32.4859,-22.2501,10.549,-33.4801,-16,-9,-25,-3.7134,15.0044,3
211,29.3403,-31.6873,13.0383,-33.2082,-25,-13,-38,-9.4183,18.7565,3
212,29.9961,-32.7839,13.2468,-32.9453,-23,-12,-35,-9.8427,17.8501,3
213,29.1078,-25.5184,14.9227,-34.407,-18,-11,-29,-3.9345,16.4279,3
214,30.7089,-28.6362,11.9033,-33.9813,-21,-10,-31,-7.1931,17.3843,3
215,27.1331,-21.0028,5.9275,-33.0528,-17,-7,-24,-5.7764,14.8961,3
216,29.8045,-27.7723,11.1864,-32.793,-21,-11,-32,-7.6287,16.957,3
217,28.8,-31.554,11.3924,-33.31,-22,-10,-32,-10.5698,16.7011,3
218,32.1235,-17.6182,6.6253,-34.8918,-16,-7,-23,-2.319,15.2424,3
219,32.0429,-16.0802,11.4889,-34.7107,-13,-8,-21,0.91712,13.635,3
220,30.4853,-23.1574,10.3544,-34.2243,-16,-10,-26,-1.3812,15.3296,3
221,29.5152,-19.4326,6.0904,-33.4226,-15,-7,-22,-3.7637,14.1928,3
222,31.7747,-18.0583,8.6239,-33.4834,-16,-7,-23,-2.2155,15.5161,3
223,28.2137,-19.2792,8.3712,-35.5403,-13,-8,-21,-1.404,13.1928,3
224,28.0829,-27.9116,14.9358,-34.5763,-20,-12,-32,-4.9375,17.3909,3
225,27.9435,-30.2095,10.9033,-32.1333,-22,-10,-32,-8.9615,17.2032,3
226,27.4707,-28.2725,10.9537,-32.224,-18,-10,-28,-7.4082,15.4636,3
227,35.2214,-14.8774,14.4773,-34.9939,-13,-11,-24,4.8807,14.3354,3
228,27.118,-23.3699,9.0634,-34.7084,-15,-9,-24,-4.6647,13.9844,3
229,27.2481,-21.3582,5.2584,-33.3866,-14,-9,-23,-2.2647,13.6598,3
230,25.2523,-16.2045,14.553,-34.8631,-15,-9,-24,-0.47904,14.3283,3
231,29.1575,-25.777,9.1829,-32.3119,-21,-9,-30,-7.9642,16.7879,3
232,28.1986,-0.97421,17.6505,-23.7807,-16,-12,-28,11.3432,7.6873,3
233,31.9083,-15.1557,8.4681,-34.1732,-12,-8,-20,1.0224,12.7115,3
234,28.7295,-16.4962,8.617,-33.5782,-15,-8,-23,-2.1749,14.0707,3
235,28.1196,-18.8789,13.2312,-34.8128,-13,-10,-23,0.56688,13.6531,3
236,28.152,-30.6679,9.8236,-31.8188,-20,-11,-31,-9.0408,16.2916,3
237,29.4033,-23.8873,5.329,-34.4744,-19,-9,-28,-5.7469,16.1578,3
238,32.8145,-17.0984,10.8337,-32.8468,-12,-9,-21,1.883,13.2321,3
239,29.4591,-25.27,9.2008,-33.7604,-21,-9,-30,-8.0057,16.6764,3
240,28.5879,-30.2897,4.8599,-31.3925,-23,-10,-33,-9.0126,17.6639,3
241,28.643,-26.3782,14.4656,-33.597,-20,-12,-32,-4.9998,17.3197,3
242,28.9097,-28.9124,9.5765,-34.3958,-22,-11,-33,-6.2603,17.7856,3
243,27.2527,-27.2746,11.6883,-33.1339,-19,-11,-30,-5.5197,16.4003,3
244,31.5662,-29.3656,12.9438,-34.0027,-20,-12,-32,-5.4097,17.5677,3
245,28.5305,-18.0382,0.98714,-34.6605,-14,-7,-21,-1.8259,13.8009,3
246,29.4732,-28.9831,10.844,-33.6722,-19,-12,-31,-5.594,16.8156,3
247,36.0313,-29.5862,-29.7746,-30.4924,-31,-1,-32,-3.6841,22.6297,1
248,33.7696,-6.598,-7.0262,-6.6698,-27,-1,-28,10.7104,14.5881,1
249,34.4438,-6.695,-7.9075,-8.515,-29,-1,-30,9.4771,14.4175,1
250,34.5798,-15.8644,-13.864,-13.4576,-31,-6,-37,2.817,18.2393,1
251,35.0406,-13.1718,-12.2851,-12.6248,-30,-4,-34,4.414,16.7622,1
252,35.5632,-19.7765,-19.5405,-18.9905,-34,-4,-38,-0.085539,18.4035,1
253,35.8144,-17.2385,-17.6595,-19.9511,-30,-2,-32,3.7323,18.92,1
254,36.2985,-18.8772,-17.1271,-19.879,-32,-4,-36,-2.2262,16.8623,1
255,35.435,-7.2684,-7.4136,-6.6492,-26,-1,-27,10.9374,14.5693,1
256,35.8041,-24.8836,-19.479,-20.6128,-38,-7,-45,-5.297,19.4605,1
257,36.1522,-15.9527,-16.2395,-16.3445,-31,-1,-32,4.7198,17.5107,1
258,35.5316,-19.09,-19.834,-19.4396,-34,-1,-35,6.0875,19.0204,1
259,34.9578,-10.2099,-6.3492,-5.9763,-29,-9,-38,6.3301,15.9371,1
260,34.6665,-7.9901,-8.0161,-10.2087,-34,-1,-35,7.3981,15.4768,1
261,33.5258,30.9398,30.7148,-12.2836,-3,-1,-4,31.5299,1.0128,1
262,34.0795,34.0085,33.5846,-10.4115,-2,-1,-3,33.8535,0.18685,1
263,33.7501,-10.4692,-4.4453,-6.3534,-40,-13,-53,3.3052,13.6734,1
264,35.2244,-13.2498,-13.4438,-14.0645,-27,-1,-28,7.9843,16.5119,1
265,33.6129,-4.7641,-4.9762,-4.9256,-26,-2,-28,10.146,13.4042,1
266,33.1308,-7.9801,-6.3662,-7.6701,-29,-5,-34,9.3186,14.3701,1
267,34.6491,-7.9619,-8.0067,-7.198,-31,-1,-32,8.7631,15.0142,1
268,33.5427,-10.6578,-10.8344,-9.751,-36,-2,-38,7.7427,15.4468,1
269,34.3929,-7.566,-7.8274,-7.7547,-35,-1,-36,7.7777,13.0214,1
270,33.3715,-9.6296,-7.9483,-8.3534,-37,-4,-41,7.8138,13.9776,1
271,32.0056,-2.8576,-3.4668,-9.4294,-25,-1,-26,12.039,11.7676,1
272,34.0913,-10.2738,-10.237,-14.7418,-25,-2,-27,9.312,15.5543,1
273,33.7637,-12.7556,-12.868,-12.6922,-40,-1,-41,6.0825,15.3337,1
274,34.4,-6.0866,-6.566,-7.4717,-28,-1,-29,9.7088,13.0852,1
275,34.1115,-11.247,-11.4183,-13.5423,-30,-1,-31,8.0106,15.2136,1
276,33.9619,-0.51655,-0.9049,-0.59041,-29,-1,-30,12.7981,11.5125,1
277,33.5175,6.5169,6.0582,1.27,-18,-1,-19,18.3372,9.3894,1
